nome_;genero_;desenvolvedor_;lancamento_;plataformas_
Cyberpunk Reborn;Battle Royale;Supercell;1986;Mobile
The Witcher Legends;Esporte;Nintendo;2001;Xbox
Elden Ring Origins;MMORPG;Rockstar Games;2002;Xbox
Minecraft Chronicles;Aventura;Nintendo;2014;Xbox
Valorant Adventure;Esporte;Supercell;2008;PlayStation 5
Stardew Valley Legends;Estratégia;Nintendo;1988;Xbox
Fall Guys Reborn;Ação;Mojang;2020;Wii U
League of Legends Origins;Simulação;FromSoftware;2008;Mobile
God of War Adventure;Terror;CD Projekt Red;2008;PC
The Witcher Legends;FPS;Epic Games;2000;Xbox 360
Minecraft Adventure;Puzzle;Supercell;1987;PlayStation 5
Dota 2 Adventure;Ação;Rockstar Games;1990;Mobile
The Legend of Zelda Legends;Esporte;Epic Games;2019;Wii U
The Witcher Saga;Puzzle;Epic Games;1988;Wii U
EVE Online Chronicles;Corrida;Santa Monica Studio;1990;PlayStation 3
Cyberpunk Adventure;Corrida;Blizzard Entertainment;2020;PlayStation 5
Among Us Adventure;Battle Royale;Square Enix;2012;Xbox
Overwatch Chronicles;Puzzle;Square Enix;2014;PlayStation
Hades Reborn;Aventura;Rockstar Games;2003;Wii U
Overwatch Chronicles;Simulação;Activision;2005;Xbox Series X
God of War Adventure;Estratégia;Valve;1993;PlayStation 5
Grand Theft Auto Saga;FPS;Supercell;1994;Wii U
Grand Theft Auto Saga;MMORPG;Mojang;2002;PlayStation 2
Grand Theft Auto Infinity;Corrida;Valve;2002;Xbox 360
PUBG Legends;FPS;Square Enix;1987;PlayStation 5
Dota 2 Saga;Battle Royale;Valve;1997;Xbox 360
Stardew Valley Reborn;FPS;Activision;2008;Xbox 360
Hollow Knight Reborn;Terror;Supercell;2023;PC
Red Dead Redemption Chronicles;MMORPG;Supercell;1994;PlayStation 2
Minecraft Reborn;Estratégia;Mojang;2017;Nintendo Switch
Red Dead Redemption Infinity;Simulação;FromSoftware;2016;Xbox Series X
League of Legends Origins;Terror;Epic Games;1986;Wii U
Cyberpunk Adventure;RPG;Blizzard Entertainment;1999;Xbox
Valorant Infinity;Puzzle;Nintendo;1986;Nintendo Switch
Apex Legends Origins;Puzzle;Valve;2017;Wii U
Elden Ring Odyssey;Puzzle;Square Enix;2012;Xbox 360
Apex Legends Odyssey;Simulação;Rockstar Games;2009;PC
The Sims Legends;Esporte;Santa Monica Studio;2005;Mobile
Grand Theft Auto Chronicles;Estratégia;Nintendo;1998;Xbox
EVE Online Reborn;RPG;Ubisoft;2012;Wii U
Red Dead Redemption Legends;Terror;Activision;2008;Wii U
Diablo Infinity;Simulação;Epic Games;1995;Nintendo Switch
Fall Guys Saga;Esporte;Rockstar Games;2017;PlayStation 2
Cyberpunk Saga;Esporte;Rockstar Games;2006;Wii U
Apex Legends Legends;Sandbox;Santa Monica Studio;1997;PlayStation
Valorant Origins;Simulação;Supercell;2008;PlayStation 2
Hollow Knight Odyssey;RPG;CD Projekt Red;1998;Wii U
Call of Duty Chronicles;Aventura;Epic Games;2011;Nintendo Switch
Red Dead Redemption Reborn;MMORPG;Mojang;1996;Nintendo Switch
The Sims Infinity;Puzzle;FromSoftware;2013;PlayStation
Diablo Reborn;RPG;Blizzard Entertainment;2021;PlayStation 3
The Legend of Zelda Legends;Terror;Nintendo;2022;Xbox Series X
Apex Legends Odyssey;Puzzle;Mojang;2007;Xbox
Among Us Legends;Ação;CD Projekt Red;1999;Xbox Series X
Elden Ring Saga;FPS;Bungie;1999;Wii U
Among Us Legends;Simulação;Santa Monica Studio;2000;Nintendo Switch
The Legend of Zelda Origins;Corrida;Bethesda Game Studios;2008;Xbox 360
PUBG Adventure;Battle Royale;Rockstar Games;1995;Nintendo Switch
Dota 2 Odyssey;Estratégia;Valve;2007;Xbox
Hades Odyssey;MMORPG;Bethesda Game Studios;1997;PlayStation 5
Stardew Valley Chronicles;Ação;Nintendo;2010;PlayStation 5
Minecraft Origins;Estratégia;FromSoftware;2011;Wii U
Hades Saga;Corrida;Ubisoft;2015;PlayStation 5
Hollow Knight Odyssey;RPG;Square Enix;1996;Xbox
Diablo Reborn;Ação;Santa Monica Studio;2003;Nintendo Switch
Minecraft Origins;Puzzle;Nintendo;2015;Xbox Series X
The Legend of Zelda Saga;Battle Royale;Mojang;2013;Mobile
Hollow Knight Odyssey;Sandbox;Valve;2007;PlayStation
Valorant Legends;RPG;FromSoftware;1997;Nintendo Switch
Assassin's Creed Odyssey;Corrida;Ubisoft;1987;PlayStation 2
Diablo Infinity;Esporte;Ubisoft;2002;Xbox 360
PUBG Origins;Puzzle;Bungie;1992;PlayStation
Hades Adventure;Corrida;Square Enix;1986;Xbox
Elden Ring Saga;Simulação;Rockstar Games;2015;Xbox 360
Overwatch Odyssey;MMORPG;Valve;1986;Mobile
Minecraft Saga;MMORPG;Mojang;2019;PlayStation 5
Diablo Legends;FPS;Rockstar Games;2009;PlayStation 2
Fall Guys Saga;Sandbox;CD Projekt Red;2014;PlayStation 3
The Witcher Infinity;Esporte;CD Projekt Red;2003;PC
Overwatch Odyssey;RPG;Supercell;2018;Xbox
League of Legends Infinity;MMORPG;Blizzard Entertainment;2015;PlayStation 5
Dota 2 Origins;Corrida;Nintendo;2018;Nintendo Switch
Minecraft Origins;Aventura;Valve;1991;Nintendo Switch
League of Legends Origins;Sandbox;Epic Games;1998;Nintendo Switch
League of Legends Legends;FPS;Bethesda Game Studios;1995;Xbox Series X
Diablo Chronicles;Estratégia;Activision;2021;PlayStation
Red Dead Redemption Adventure;Estratégia;Epic Games;2013;Xbox Series X
God of War Chronicles;Terror;Blizzard Entertainment;2022;PlayStation 2
Overwatch Infinity;Puzzle;Ubisoft;2020;Mobile
Valorant Chronicles;Ação;CD Projekt Red;2010;PlayStation 2
The Witcher Chronicles;Simulação;Bungie;2014;Xbox 360
Grand Theft Auto Reborn;RPG;Rockstar Games;1994;PlayStation
The Witcher Adventure;Aventura;Supercell;2009;PlayStation 3
Minecraft Adventure;Esporte;Ubisoft;1987;Xbox Series X
The Legend of Zelda Chronicles;Esporte;Activision;2003;Xbox 360
Call of Duty Legends;Battle Royale;Valve;2008;Xbox Series X
Call of Duty Saga;Ação;Ubisoft;2017;PC
Fall Guys Chronicles;Aventura;Square Enix;2007;PlayStation 2
Assassin's Creed Origins;Ação;Nintendo;1987;Wii U
Hades Reborn;Puzzle;Epic Games;2005;PlayStation 3
Red Dead Redemption Chronicles;Aventura;Epic Games;1985;PlayStation 2
Diablo Chronicles;FPS;Activision;2012;PlayStation
PUBG Reborn;Corrida;Rockstar Games;2007;Xbox
EVE Online Legends;Aventura;Ubisoft;2007;Nintendo Switch
League of Legends Origins;RPG;CD Projekt Red;2010;Wii U
Red Dead Redemption Origins;Estratégia;Supercell;1989;Wii U
Overwatch Adventure;Aventura;Mojang;2015;Mobile
Assassin's Creed Saga;Terror;Square Enix;2008;PlayStation 2
Fall Guys Chronicles;Esporte;Square Enix;2003;PlayStation
Elden Ring Origins;Battle Royale;Blizzard Entertainment;2015;Xbox
The Sims Saga;Sandbox;Activision;2005;Xbox Series X
PUBG Chronicles;Aventura;Ubisoft;2006;Nintendo Switch
Cyberpunk Infinity;Aventura;FromSoftware;1997;Nintendo Switch
Diablo Origins;Terror;Epic Games;2018;PlayStation 3
Fortnite Infinity;Battle Royale;Nintendo;1995;Xbox 360
The Witcher Adventure;Ação;CD Projekt Red;1992;PC
Valorant Adventure;Aventura;Mojang;1996;Nintendo Switch
Overwatch Saga;Estratégia;FromSoftware;1987;PlayStation 3
League of Legends Odyssey;Puzzle;Rockstar Games;2012;PlayStation 2
PUBG Saga;RPG;Supercell;1998;PlayStation 3
Valorant Origins;Sandbox;Valve;1993;PlayStation
Hades Chronicles;Battle Royale;Bungie;1990;Mobile
Dota 2 Reborn;Simulação;Blizzard Entertainment;2000;Nintendo Switch
Call of Duty Odyssey;Sandbox;Epic Games;2005;Nintendo Switch
Fall Guys Reborn;Corrida;Supercell;1986;Wii U
Cyberpunk Adventure;Simulação;Ubisoft;2007;Wii U
Diablo Odyssey;Corrida;Rockstar Games;2014;PlayStation 2
Diablo Origins;Battle Royale;CD Projekt Red;1999;Mobile
PUBG Origins;Battle Royale;Santa Monica Studio;2007;PlayStation 3
Grand Theft Auto Odyssey;RPG;Epic Games;2007;Xbox
Hollow Knight Odyssey;Ação;Ubisoft;2008;Xbox
Assassin's Creed Adventure;Battle Royale;FromSoftware;1985;Nintendo Switch
PUBG Saga;Simulação;Epic Games;1997;PC
The Sims Origins;Battle Royale;Mojang;2011;Xbox Series X
Cyberpunk Infinity;Corrida;Bethesda Game Studios;2009;PlayStation 5
Valorant Adventure;Simulação;Supercell;2002;Nintendo Switch
The Sims Reborn;Terror;Rockstar Games;2003;PlayStation 5
Overwatch Adventure;Esporte;Square Enix;2019;PlayStation 2
Red Dead Redemption Odyssey;Sandbox;Santa Monica Studio;2013;PlayStation 2
Dota 2 Infinity;Simulação;Blizzard Entertainment;1995;Xbox Series X
Grand Theft Auto Reborn;Estratégia;Ubisoft;2000;PC
Hollow Knight Odyssey;Battle Royale;Bethesda Game Studios;1985;PC
Fall Guys Legends;Sandbox;Activision;2006;PlayStation
The Sims Infinity;FPS;Ubisoft;2005;PlayStation
Minecraft Odyssey;RPG;Blizzard Entertainment;2017;Xbox
Grand Theft Auto Saga;RPG;Bungie;1994;Xbox
Dota 2 Legends;MMORPG;Nintendo;1991;PlayStation 3
Fall Guys Reborn;Puzzle;Santa Monica Studio;2023;Nintendo Switch
The Legend of Zelda Origins;Puzzle;Bungie;1990;PC
PUBG Chronicles;Battle Royale;Activision;1994;PlayStation
Elden Ring Odyssey;Battle Royale;CD Projekt Red;1999;Mobile
Dota 2 Origins;FPS;Blizzard Entertainment;1991;PlayStation 5
The Sims Legends;Simulação;Mojang;1992;PlayStation
Overwatch Adventure;MMORPG;CD Projekt Red;2003;PlayStation 5
Minecraft Odyssey;Puzzle;Santa Monica Studio;2006;Nintendo Switch
Grand Theft Auto Saga;Ação;Mojang;1991;Nintendo Switch
Diablo Chronicles;Terror;Bethesda Game Studios;2008;Nintendo Switch
Assassin's Creed Odyssey;Esporte;Supercell;1996;Xbox Series X
Stardew Valley Origins;Corrida;Santa Monica Studio;2023;PlayStation
Call of Duty Odyssey;Puzzle;Nintendo;1999;PlayStation 5
EVE Online Odyssey;Ação;CD Projekt Red;2008;Xbox 360
Cyberpunk Legends;Puzzle;Blizzard Entertainment;2020;Wii U
EVE Online Saga;Ação;Rockstar Games;2007;PlayStation 2
Apex Legends Infinity;Sandbox;Mojang;2017;Mobile
Among Us Reborn;Estratégia;Epic Games;2008;Xbox Series X
Fall Guys Origins;Corrida;Santa Monica Studio;1992;PlayStation 3
Valorant Legends;MMORPG;Santa Monica Studio;1992;PlayStation 3
Red Dead Redemption Saga;Battle Royale;Square Enix;2017;Xbox
Hades Chronicles;Ação;Ubisoft;2007;Nintendo Switch
Elden Ring Chronicles;Esporte;Epic Games;2006;Xbox Series X
Grand Theft Auto Infinity;Simulação;Bungie;2010;PlayStation
The Legend of Zelda Odyssey;Estratégia;Supercell;2014;Wii U
Grand Theft Auto Adventure;Terror;Mojang;2001;Xbox 360
God of War Origins;Terror;Rockstar Games;1989;PC
PUBG Infinity;MMORPG;Nintendo;2022;PlayStation 5
League of Legends Reborn;Aventura;Santa Monica Studio;2005;PlayStation 2
Fall Guys Infinity;Corrida;Bungie;1998;Xbox
Diablo Adventure;MMORPG;Rockstar Games;1994;Mobile
Stardew Valley Legends;Puzzle;Mojang;1990;Mobile
The Witcher Infinity;Esporte;Rockstar Games;1992;PlayStation 5
Elden Ring Adventure;Sandbox;Ubisoft;1988;PlayStation 2
Red Dead Redemption Reborn;Terror;Bethesda Game Studios;2018;Xbox Series X
Red Dead Redemption Origins;Battle Royale;Mojang;2021;PlayStation
God of War Adventure;RPG;Ubisoft;2009;Xbox 360
Hades Odyssey;Aventura;Santa Monica Studio;2020;Xbox Series X
Cyberpunk Reborn;Sandbox;Blizzard Entertainment;2017;PlayStation 3
Valorant Chronicles;Aventura;Nintendo;1986;PlayStation 5
Hades Infinity;Ação;Mojang;1991;Xbox Series X
Overwatch Saga;Corrida;Blizzard Entertainment;1996;Mobile
EVE Online Chronicles;MMORPG;Bungie;2007;Xbox
The Witcher Infinity;RPG;Activision;2013;Xbox Series X
Apex Legends Odyssey;RPG;Ubisoft;1997;Mobile
Elden Ring Saga;MMORPG;Square Enix;1999;Wii U
Grand Theft Auto Chronicles;FPS;Supercell;2013;PlayStation 3
The Sims Chronicles;Puzzle;Valve;2009;Nintendo Switch
The Legend of Zelda Odyssey;Corrida;Supercell;1994;Mobile
Elden Ring Adventure;Simulação;Bethesda Game Studios;1986;PlayStation 2
Dota 2 Odyssey;Simulação;Bethesda Game Studios;1985;PlayStation
Call of Duty Reborn;MMORPG;Blizzard Entertainment;1988;PC
Diablo Origins;RPG;Square Enix;1993;Wii U
PUBG Odyssey;Puzzle;Square Enix;1998;PlayStation 5
Diablo Odyssey;Simulação;Valve;2003;Nintendo Switch
Diablo Reborn;Simulação;Bungie;2001;PlayStation 2
The Legend of Zelda Infinity;MMORPG;CD Projekt Red;1990;PlayStation
The Legend of Zelda Saga;Puzzle;Mojang;1987;Nintendo Switch
Dota 2 Infinity;Puzzle;Blizzard Entertainment;2011;Wii U
Diablo Adventure;Puzzle;Activision;2007;PlayStation 5
Assassin's Creed Infinity;Aventura;Epic Games;2022;PC
Stardew Valley Saga;Terror;Valve;1985;Xbox Series X
Apex Legends Legends;Sandbox;Mojang;2008;Xbox 360
The Sims Legends;Battle Royale;Bungie;1985;Wii U
Diablo Chronicles;Puzzle;CD Projekt Red;2018;Nintendo Switch
Cyberpunk Legends;Corrida;Activision;2003;Xbox 360
Call of Duty Infinity;Puzzle;Supercell;2011;Mobile
Cyberpunk Saga;MMORPG;Santa Monica Studio;1993;PlayStation 3
Call of Duty Origins;Terror;Ubisoft;2011;PlayStation
League of Legends Origins;FPS;Mojang;1991;Xbox
Assassin's Creed Saga;RPG;Mojang;2007;PlayStation 5
Red Dead Redemption Reborn;Sandbox;Nintendo;2011;Xbox
Minecraft Saga;Esporte;Square Enix;2002;PlayStation
Among Us Adventure;Corrida;Valve;2003;Xbox
Fortnite Origins;Esporte;CD Projekt Red;2004;PlayStation 3
The Legend of Zelda Adventure;Aventura;Blizzard Entertainment;2016;PlayStation 3
Cyberpunk Saga;Puzzle;FromSoftware;2010;Mobile
The Legend of Zelda Odyssey;Estratégia;Bungie;1996;Wii U
Diablo Legends;Terror;Blizzard Entertainment;1995;Xbox Series X
Grand Theft Auto Chronicles;FPS;Epic Games;1995;Xbox
The Sims Chronicles;Simulação;Activision;2010;PlayStation 3
Fortnite Origins;Terror;Mojang;2023;PlayStation 2
Hades Adventure;Estratégia;FromSoftware;2010;Xbox 360
Call of Duty Infinity;Estratégia;Bethesda Game Studios;2008;PC
Among Us Odyssey;Terror;Ubisoft;2019;Xbox
PUBG Reborn;MMORPG;Rockstar Games;1986;Xbox 360
Apex Legends Adventure;Battle Royale;Ubisoft;1997;Wii U
God of War Chronicles;FPS;CD Projekt Red;2004;PlayStation 5
Cyberpunk Origins;Terror;Rockstar Games;2014;Wii U
Assassin's Creed Odyssey;Corrida;Blizzard Entertainment;1993;Xbox
Apex Legends Saga;Estratégia;Bungie;1987;PlayStation 5
God of War Infinity;MMORPG;Nintendo;2018;PlayStation 2
Stardew Valley Origins;Corrida;Epic Games;2006;Xbox 360
The Sims Infinity;Estratégia;Santa Monica Studio;1991;Xbox Series X
League of Legends Infinity;Esporte;Supercell;2013;PlayStation
The Witcher Saga;Esporte;Ubisoft;2007;Wii U
EVE Online Chronicles;Puzzle;Supercell;2012;Mobile
Fortnite Reborn;RPG;Mojang;2002;PlayStation 5
Among Us Saga;FPS;Bungie;2002;Xbox Series X
Fall Guys Adventure;Terror;Square Enix;2009;Wii U
Apex Legends Reborn;Ação;Blizzard Entertainment;1986;Nintendo Switch
Red Dead Redemption Chronicles;Estratégia;Bungie;2004;Wii U
Cyberpunk Origins;Esporte;Supercell;2005;Xbox 360
Overwatch Odyssey;MMORPG;Bethesda Game Studios;2021;PlayStation 3
Assassin's Creed Legends;RPG;CD Projekt Red;1988;PlayStation
Hades Legends;FPS;Square Enix;2002;PlayStation 5
Valorant Infinity;Aventura;Mojang;2015;PC
Stardew Valley Saga;FPS;FromSoftware;2005;PlayStation 5
Fall Guys Chronicles;FPS;Bungie;1996;Xbox Series X
EVE Online Reborn;Corrida;Santa Monica Studio;2023;Xbox 360
The Sims Adventure;Simulação;Supercell;2019;Xbox
Grand Theft Auto Chronicles;Terror;Santa Monica Studio;2017;PC
God of War Saga;Puzzle;Nintendo;2017;PlayStation
Hades Adventure;Terror;Blizzard Entertainment;2008;Mobile
Fall Guys Origins;FPS;Activision;2022;PC
Fortnite Infinity;Battle Royale;Valve;2006;PC
Dota 2 Chronicles;Ação;CD Projekt Red;2008;Wii U
Among Us Adventure;Puzzle;FromSoftware;1993;Xbox Series X
Assassin's Creed Saga;Estratégia;CD Projekt Red;1992;Wii U
Hollow Knight Infinity;Sandbox;Blizzard Entertainment;2009;PlayStation
Call of Duty Reborn;Esporte;Supercell;1989;Xbox 360
Dota 2 Saga;Estratégia;Valve;1994;Xbox 360
The Witcher Reborn;RPG;Square Enix;2009;PlayStation
God of War Reborn;Terror;Mojang;1993;PC
Stardew Valley Adventure;Sandbox;Bungie;2011;PlayStation
PUBG Infinity;MMORPG;Ubisoft;2007;Xbox 360
Hollow Knight Reborn;Sandbox;Bungie;2000;Nintendo Switch
Valorant Legends;Sandbox;Epic Games;1993;Mobile
Diablo Chronicles;Aventura;FromSoftware;1999;PlayStation
Assassin's Creed Infinity;MMORPG;Supercell;1987;PC
League of Legends Origins;Terror;Blizzard Entertainment;2001;Mobile
Grand Theft Auto Adventure;Terror;Rockstar Games;1993;PlayStation 2
Minecraft Adventure;Simulação;Bungie;1987;Xbox
Among Us Reborn;Sandbox;Valve;1999;Wii U
EVE Online Origins;Terror;Mojang;2005;PlayStation 2
The Witcher Reborn;Sandbox;Supercell;2018;PlayStation 3
Diablo Legends;MMORPG;Mojang;1989;PlayStation
The Witcher Reborn;Esporte;Valve;2003;PlayStation 3
Hades Saga;Ação;Supercell;1988;PlayStation
Call of Duty Legends;Battle Royale;Epic Games;1989;PC
PUBG Odyssey;Simulação;Ubisoft;1998;Xbox Series X
League of Legends Adventure;Corrida;Ubisoft;1994;Nintendo Switch
Fortnite Chronicles;Estratégia;Activision;1991;Xbox 360
League of Legends Origins;Terror;Nintendo;2016;Wii U
Fall Guys Saga;Esporte;Rockstar Games;2008;PC
PUBG Chronicles;Ação;Valve;2023;PlayStation 3
The Witcher Saga;Ação;Epic Games;1992;PlayStation
Overwatch Legends;FPS;Bungie;2001;PlayStation 2
God of War Infinity;Simulação;Bungie;1987;PlayStation 5
Minecraft Odyssey;Puzzle;Ubisoft;1993;PlayStation 5
Valorant Reborn;Esporte;Epic Games;2005;PlayStation
Call of Duty Saga;Puzzle;Valve;2018;Wii U
The Sims Legends;Aventura;Bungie;1997;Xbox 360
The Legend of Zelda Origins;Battle Royale;CD Projekt Red;1990;Mobile
Stardew Valley Legends;RPG;Blizzard Entertainment;2017;PlayStation 3
PUBG Origins;Corrida;Epic Games;2013;Mobile
Valorant Saga;Corrida;Blizzard Entertainment;2018;Mobile
League of Legends Chronicles;Battle Royale;Square Enix;1985;PlayStation 5
Red Dead Redemption Infinity;RPG;Santa Monica Studio;1992;Xbox Series X
Call of Duty Origins;FPS;Valve;1995;PlayStation 2
Elden Ring Odyssey;Ação;Mojang;2004;Xbox Series X
Among Us Odyssey;Sandbox;Santa Monica Studio;2013;PlayStation 3
Dota 2 Saga;Esporte;Bethesda Game Studios;1989;PC
God of War Origins;Estratégia;Ubisoft;1996;PlayStation 5
Hollow Knight Origins;FPS;FromSoftware;2017;Nintendo Switch
Diablo Odyssey;Corrida;Santa Monica Studio;1997;Xbox
The Legend of Zelda Chronicles;Sandbox;Valve;2022;Xbox 360
Minecraft Origins;MMORPG;CD Projekt Red;2003;Mobile
Stardew Valley Infinity;Esporte;Valve;2016;PlayStation 3
Fall Guys Infinity;Estratégia;Ubisoft;1997;Mobile
Fall Guys Adventure;Simulação;Santa Monica Studio;1998;Xbox Series X
Valorant Odyssey;Ação;Square Enix;1992;Xbox
League of Legends Legends;Sandbox;CD Projekt Red;2011;PlayStation 2
The Legend of Zelda Infinity;Terror;Santa Monica Studio;2022;PlayStation 3
Overwatch Infinity;Aventura;Square Enix;2004;Wii U
The Legend of Zelda Saga;Sandbox;CD Projekt Red;2022;PlayStation 5
Hades Saga;Esporte;Bethesda Game Studios;2014;PlayStation 3
God of War Adventure;Puzzle;Nintendo;1989;PC
Red Dead Redemption Legends;Sandbox;Ubisoft;1997;Xbox Series X
Assassin's Creed Reborn;Esporte;Rockstar Games;2014;PlayStation 5
Apex Legends Adventure;Esporte;Bungie;2016;Nintendo Switch
Cyberpunk Reborn;Puzzle;Valve;1989;Nintendo Switch
Stardew Valley Saga;Terror;Epic Games;1999;Wii U
Call of Duty Adventure;Battle Royale;CD Projekt Red;2018;Nintendo Switch
Stardew Valley Odyssey;Simulação;Blizzard Entertainment;1989;Xbox Series X
God of War Origins;Ação;Blizzard Entertainment;2001;Wii U
Assassin's Creed Chronicles;Ação;Nintendo;2003;PlayStation 3
Hades Origins;Aventura;CD Projekt Red;1994;Mobile
The Legend of Zelda Odyssey;Aventura;Valve;2009;PC
Grand Theft Auto Saga;Puzzle;Epic Games;1990;Xbox 360
Fall Guys Saga;Terror;Epic Games;1994;Xbox 360
Apex Legends Chronicles;Ação;Bethesda Game Studios;2007;Xbox
Apex Legends Infinity;Puzzle;Ubisoft;1987;PC
Overwatch Adventure;Estratégia;Bungie;2020;Xbox 360
Hades Legends;Simulação;Santa Monica Studio;1986;Xbox Series X
The Legend of Zelda Saga;Estratégia;Bethesda Game Studios;1993;PlayStation 3
Apex Legends Reborn;Sandbox;Bungie;2023;Xbox 360
God of War Chronicles;Esporte;Valve;1990;Xbox 360
Dota 2 Odyssey;MMORPG;Nintendo;1996;PC
Grand Theft Auto Origins;Esporte;CD Projekt Red;2002;Wii U
Among Us Odyssey;RPG;Nintendo;1995;Nintendo Switch
Apex Legends Infinity;Battle Royale;Santa Monica Studio;1987;Nintendo Switch
Assassin's Creed Reborn;Sandbox;Rockstar Games;1991;PlayStation 5
The Sims Chronicles;Estratégia;Ubisoft;2011;PlayStation
Assassin's Creed Odyssey;Aventura;Nintendo;2009;Xbox
PUBG Odyssey;RPG;CD Projekt Red;1996;Xbox
Call of Duty Chronicles;MMORPG;Nintendo;1985;Nintendo Switch
